Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6014223.926575101912,4923612.6721256971359,0,0,0,0
1,6002735.1725495448336,4924514.280251394026,0,0,0,0
2,5994608.7939635347575,4925415.888377090916,0,0,0,0
3,5999823.5301375836134,4926317.4965027878061,0,0,0,0
4,6015119.9305397681892,4927219.1046284846961,0,0,0,0
5,6033213.7514448696747,4928120.7127541815862,0,0,0,0
6,6051307.5723499711603,4929022.3208798784763,0,0,0,0
7,6027484.3729250729084,4929923.9290055753663,0,0,0,0
8,6022374.5071583753452,4930825.5371312722564,0,0,0,0
9,6040468.3280634768307,4931727.1452569691464,0,0,0,0
10,6058562.1489685783163,4932628.7533826660365,0,0,8023.8619549996310525,0
11,6076655.9698736798018,4933530.3615083629265,0,0,11072.70766167925467,0
12,6094749.7907787812874,4934431.9696340598166,0,0,23431.064141381139052,0
13,6112843.6116838827729,4935333.5777597567067,0,0,29812.225732297523791,0
14,6130937.4325889842585,4936235.1858854535967,0,0,29812.225732297523791,0
15,6149031.253494085744,4937136.7940111504868,0,0,29812.225732297523791,0
16,6156052.8660796312615,4938038.4021368473768,0,0,29812.225732297523791,0
17,6132229.6666547330096,4938940.0102625442669,0,0,29812.225732297523791,0
18,6108406.4672298347577,4939841.6183882411569,0,0,29812.225732297523791,0
19,6084583.2678049365059,4940743.226513938047,0,0,25064.708053915779601,0
20,6060760.068380038254,4941644.834639634937,0,0,19355.583801328848494,0
21,6036936.8689551400021,4942546.4427653318271,0,0,18947.673365456987085,0
22,6013113.6695302417502,4943448.0508910287172,0,0,18947.673365456987085,0
23,5989290.4701053434983,4944349.6590167256072,0,0,13450.858442204644234,0
24,5965467.2706804452464,4945251.2671424224973,0,0,13450.858442204644234,0
25,5958476.0047992430627,4946152.8752681193873,0,0,13450.858442204644234,0
26,5956997.5184807078913,4947054.4833938162774,0,0,13450.858442204644234,0
27,5965878.9399873083457,4947956.0915195131674,0,0,13450.858442204644234,0
28,5982162.4608264509588,4948857.6996452100575,0,0,13450.858442204644234,0
29,6000256.2817315524444,4949759.3077709069476,0,0,13450.858442204644234,0
30,6018350.1026366539299,4950660.9158966038376,0,0,13450.858442204644234,0
31,6036443.9235417554155,4951562.5240223007277,0,0,13450.858442204644234,0
32,6054537.744446856901,4952464.1321479976177,0,0,13450.858442204644234,0
33,6072631.5653519583866,4953365.7402736945078,0,0,13450.858442204644234,0
34,6090725.3862570598722,4954267.3483993913978,0,0,14301.612445990838751,0
35,6108819.2071621613577,4955168.9565250882879,0,0,23594.768918307388958,0
36,6126913.0280672628433,4956070.5646507851779,0,0,29073.268969501652464,0
37,6145006.8489723643288,4956972.172776482068,0,0,29073.268969501652464,0
38,6163100.6698774658144,4957873.7809021789581,0,0,29073.268969501652464,0
39,6181194.4907825672999,4958775.3890278758481,0,0,29073.268969501652464,0
40,6199288.3116876687855,4959676.9971535727382,0,0,29073.268969501652464,0
41,6217382.132592770271,4960578.6052792696282,0,0,29073.268969501652464,0
42,6217380.1042270930484,4961480.2134049665183,0,0,29073.268969501652464,0
43,6193556.9048021947965,4962381.8215306634083,0,0,24376.434285828370776,0
44,6169733.7053772965446,4963283.4296563602984,0,0,16419.478506996143551,0
45,6145910.5059523982927,4964185.0377820571885,0,0,13640.851793510148127,0
46,6122087.3065275000408,4965086.6459077540785,0,0,13640.851793510148127,0
47,6098264.1071026017889,4965988.2540334509686,0,0,12556.271783422358567,0
48,6074440.907677703537,4966889.8621591478586,0,0,12556.271783422358567,0
49,6067687.3955506719649,4967791.4702848447487,0,0,12556.271783422358567,0
50,6067183.3987504262477,4968693.0784105416387,0,0,12556.271783422358567,0
51,6080148.813744885847,4969594.6865362385288,0,0,12556.271783422358567,0
52,6098242.6346499873325,4970496.2946619354188,0,0,12556.271783422358567,0
53,6116336.4555550888181,4971397.9027876323089,0,0,12556.271783422358567,0
54,6134430.2764601903036,4972299.510913329199,0,0,12556.271783422358567,0
55,6151383.0728127127513,4973201.119039026089,0,0,12556.271783422358567,0
56,6169476.8937178142369,4974102.7271647229791,0,0,12556.271783422358567,0
57,6187570.7146229157224,4975004.3352904198691,0,0,12556.271783422358567,0
58,6205664.535528017208,4975905.9434161167592,0,0,12556.271783422358567,0
59,6223758.3564331186935,4976807.5515418136492,0,0,12556.271783422358567,0
60,6241852.1773382201791,4977709.1596675105393,0,0,17001.456810323743412,0
61,6259945.9982433216646,4978610.7677932074293,0,0,21752.846936266279954,0
62,6278039.8191484231502,4979512.3759189043194,0,0,21752.846936266279954,0
63,6296133.6400535246357,4980413.9840446012095,0,0,21752.846936266279954,0
64,6314227.4609586261213,4981315.5921702980995,0,0,21752.846936266279954,0
65,6332321.2818637276068,4982217.2002959949896,0,0,21752.846936266279954,0
66,6317526.9914677636698,4983118.8084216918796,0,0,21752.846936266279954,0
67,6293703.7920428654179,4984020.4165473887697,0,0,15161.601912412595993,0
68,6269880.592617967166,4984922.0246730856597,0,0,5249.1295958784685354,0
69,6246057.3931930689141,4985823.6327987825498,0,0,1622.1066173386352602,0
70,6224442.3924957709387,4986725.2409244794399,0,0,1622.1066173386352602,0
71,6200619.1930708726868,4987626.8490501763299,0,0,0,0
72,6185675.7425016267225,4988528.45717587322,0,0,0,0
73,6181535.8277886388823,4989430.06530157011,0,0,0,0
74,6185384.4972919486463,4990331.6734272670001,0,0,0,0
75,6203478.3181970501319,4991233.2815529638901,0,0,0,0
76,6221572.1391021516174,4992134.8896786607802,0,0,0,0
77,6239665.960007253103,4993036.4978043576702,0,0,0,0
78,6257759.7809123545885,4993938.1059300545603,0,0,0,0
79,6275853.6018174560741,4994839.7140557514504,0,0,0,0
80,6293947.4227225575596,4995741.3221814483404,0,0,0,0
81,6312041.2436276590452,4996642.9303071452305,0,0,0,0
82,6330135.0645327605307,4997544.5384328421205,0,0,2115.6426989478995893,0
83,6348228.8854378620163,4998446.1465585390106,0,0,14551.78892732483655,0
84,6366322.7063429635018,4999347.7546842359006,0,0,37227.976872833663947,0
85,6384416.5272480649874,5000249.3628099327907,0,0,56311.353651539160637,0
86,6402510.3481531664729,5001150.9709356296808,0,0,58342.055149196508864,0
87,6420604.1690582679585,5002052.5790613265708,0,0,58342.055149196508864,0
88,6435515.2998852469027,5002954.1871870234609,0,0,58342.055149196508864,0
89,6411692.1004603486508,5003855.7953127203509,0,0,58342.055149196508864,0
90,6387868.9010354503989,5004757.403438417241,0,0,58342.055149196508864,0
91,6364045.701610552147,5005659.011564114131,0,0,42807.067021153721726,0
92,6340222.5021856538951,5006560.6196898110211,0,0,22405.185436058731284,0
93,6316399.3027607556432,5007462.2278155079111,0,0,7629.7762306519580306,0
94,6292576.1033358573914,5008363.8359412048012,0,0,3578.2522041503834771,0
95,6268752.9039109591395,5009265.4440669016913,0,0,0,0
96,6254784.2349563529715,5010167.0521925985813,0,0,0,0
97,6261198.5015118941665,5011068.6603182954714,0,0,0,0
98,6277616.0819560727105,5011970.2684439923614,0,0,0,0
99,6282857.933485574089,5012871.8765696892515,0,0,0,0
100,6300951.7543906755745,5013773.4846953861415,0,0,0,0
101,6319045.5752957770601,5014675.0928210830316,0,0,0,0
102,6337139.3962008785456,5015576.7009467799217,0,0,0,0
103,6355233.2171059800312,5016478.3090724768117,0,0,0,0
104,6373327.0380110815167,5017379.9171981737018,0,0,0,0
105,6391420.8589161830023,5018281.5253238705918,0,0,0,0
106,6409514.6798212844878,5019183.1334495674819,0,0,4479.6221981678627344,0
107,6427608.5007263859734,5020084.7415752643719,0,0,28096.807905966677936,0
108,6445702.3216314874589,5020986.349700961262,0,0,64702.886746734497137,0
109,6463796.1425365889445,5021887.957826658152,0,0,108716.68273888535623,0
110,6481889.96344169043,5022789.5659523550421,0,0,135333.8847279715701,0
111,6499983.7843467919156,5023691.1740780519322,0,0,137836.69643010717118,0
112,6518077.6052518934011,5024592.7822037488222,0,0,137836.69643010717118,0
113,6498469.8500633332878,5025494.3903294457123,0,0,137836.69643010717118,0
114,6474646.6506384350359,5026395.9984551426023,0,0,129877.34608298065723,0
115,6450823.4512135367841,5027297.6065808394924,0,0,95410.067685384798096,0
116,6427000.2517886385322,5028199.2147065363824,0,0,60536.948081120171992,0
117,6403177.0523637402803,5029100.8228322332725,0,0,34657.649686679564184,0
118,6379353.8529388420284,5030002.4309579301625,0,0,17327.84924371343368,0
119,6355530.6535139437765,5030904.0390836270526,0,0,0,0
120,6332328.3728944798931,5031805.6472093239427,0,0,0,0
121,6331679.612621163018,5032707.2553350208327,0,0,0,0
122,6345271.4187081567943,5033608.8634607177228,0,0,0,0
123,6363365.2396132582799,5034510.4715864146128,0,0,0,0
124,6381459.0605183597654,5035412.0797121115029,0,0,0,0
125,6399552.881423461251,5036313.6878378083929,0,0,0,0
126,6417646.7023285627365,5037215.295963505283,0,0,0,0
127,6435740.5232336642221,5038116.9040892021731,0,0,0,0
128,6453834.3441387657076,5039018.5122148990631,0,0,0,0
129,6471928.1650438671932,5039920.1203405959532,0,0,14930.37353727838854,0
130,6490021.9859489686787,5040821.7284662928432,0,0,35370.71308271898306,0
131,6508115.8068540701643,5041723.3365919897333,0,0,69304.274721363952267,0
132,6526209.6277591716498,5042624.9447176866233,0,0,108733.24294159516285,570.94839110223540501
133,6544303.4486642731354,5043526.5528433835134,0,0,152702.43703641655156,1833.4577836152043346
134,6562397.2695693746209,5044428.1609690804034,0,0,194506.04656655431609,4490.0504827225031477
135,6580491.0904744761065,5045329.7690947772935,0,0,218416.8449647653033,7215.3221078210244741
136,6598584.911379577592,5046231.3772204741836,0,0,218416.8449647653033,8103.454882545329383
137,6616678.7322846790776,5047132.9853461710736,0,0,218416.8449647653033,8103.454882545329383
138,6634772.5531897805631,5048034.5934718679637,0,0,202280.99931655579712,8103.454882545329383
