Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6016220.6701910207048,4924847.3066762015224,0,0,0,0
1,5994394.2143820412457,4926983.5493524027988,0,0,0,0
2,5976051.1448570955545,4929119.7920286040753,0,0,0,0
3,5968611.9472881676629,4931256.0347048053518,0,0,0,0
4,5961334.8106204560027,4933392.2773810066283,0,0,0,0
5,5958049.9246309129521,4935528.5200572079048,0,0,0,0
6,5955051.4736141366884,4937664.7627334091812,0,0,0,0
7,5959498.5764173781499,4939801.0054096104577,0,0,0,0
8,5979589.1409383984283,4941937.2480858117342,0,0,0,0
9,5999679.7054594187066,4944073.4907620130107,0,0,6757.086214576378552,0
10,6019770.2699804389849,4946209.7334382142872,0,0,16537.787548791573499,0
11,6039860.8345014592633,4948345.9761144155636,0,0,36042.494772848847788,0
12,6059951.3990224795416,4950482.2187906168401,0,0,56136.138842277781805,0
13,6080041.9635434998199,4952618.4614668181166,0,0,68562.844700402958551,0
14,6100132.5280645200983,4954754.7041430193931,0,0,68562.844700402958551,0
15,6120223.0925855403766,4956890.9468192206696,0,0,68562.844700402958551,0
16,6121907.2102222759277,4959027.189495421946,0,0,68562.844700402958551,0
17,6100080.7544132964686,4961163.4321716232225,0,0,68562.844700402958551,0
18,6078254.2986043170094,4963299.674847824499,0,0,68562.844700402958551,0
19,6056427.8427953375503,4965435.9175240257755,0,0,58945.354229265358299,0
20,6034601.3869863580912,4967572.160200227052,0,0,51833.057046041067224,0
21,6012774.9311773786321,4969708.4028764283285,0,0,51641.755650383391185,0
22,5990948.475368399173,4971844.6455526296049,0,0,49850.191988035308896,0
23,5969122.0195594197139,4973980.8882288308814,0,0,44131.689440577232745,0
24,5947766.9306056378409,4976117.1309050321579,0,0,44131.689440577232745,0
25,5939286.3714813347906,4978253.3735812334344,0,0,44131.689440577232745,0
26,5933415.0428902460262,4980389.6162574347109,0,0,44131.689440577232745,0
27,5936019.8886436745524,4982525.8589336359873,0,0,44131.689440577232745,0
28,5943812.097475851886,4984662.1016098372638,0,0,44131.689440577232745,0
29,5954885.0014017699286,4986798.3442860385403,0,0,44131.689440577232745,0
30,5967121.7157068978995,4988934.5869622398168,0,0,44131.689440577232745,0
31,5981278.020088522695,4991070.8296384410933,0,0,44131.689440577232745,0
32,6001368.5846095429733,4993207.0723146423697,0,0,44131.689440577232745,0
33,6021459.1491305632517,4995343.3149908436462,0,0,44131.689440577232745,0
34,6041549.71365158353,4997479.5576670449227,0,0,44131.689440577232745,0
35,6061640.2781726038083,4999615.8003432461992,0,0,52875.464760881724942,0
36,6081730.8426936240867,5001752.0430194474757,0,0,71179.006511747036711,0
37,6101821.407214644365,5003888.2856956487522,0,0,81997.949324025219539,0
38,6121911.9717356646433,5006024.5283718500286,0,0,82513.766488981418661,0
39,6142002.5362566849217,5008160.7710480513051,0,0,82513.766488981418661,0
40,6157401.1805576272309,5010297.0137242525816,0,0,82513.766488981418661,0
41,6135574.7247486477718,5012433.2564004538581,0,0,82513.766488981418661,0
42,6113748.2689396683127,5014569.4990766551346,0,0,82513.766488981418661,0
43,6091921.8131306888536,5016705.741752856411,0,0,68306.942694090277655,0
44,6070095.3573217093945,5018841.9844290576875,0,0,48291.909497209824622,0
45,6048268.9015127299353,5020978.227105258964,0,0,33145.853786246181699,0
46,6026442.4457037504762,5023114.4697814602405,0,0,15788.914001561584882,0
47,6004615.9898947710171,5025250.712457661517,0,0,0,0
48,5982789.534085791558,5027386.9551338627934,0,0,0,0
49,5960963.0782768120989,5029523.1978100640699,0,0,0,0
50,5939136.6224678326398,5031659.4404862653464,0,0,0,0
51,5917310.1666588531807,5033795.6831624666229,0,0,0,0
52,5895483.7108498737216,5035931.9258386678994,0,0,0,0
53,5873657.2550408942625,5038068.1685148691759,0,0,0,0
54,5851830.7992319148034,5040204.4111910704523,0,0,0,0
55,5830004.3434229353443,5042340.6538672717288,0,0,0,0
56,5816120.4711693422869,5044476.8965434730053,0,0,0,0
57,5825921.4883895246312,5046613.1392196742818,0,0,0,0
58,5846012.0529105449095,5048749.3818958755583,0,0,0,0
59,5866102.6174315651879,5050885.6245720768347,0,0,1438.3223102036813543,0
60,5886193.1819525854662,5053021.8672482781112,0,0,13732.777237619618973,0
61,5906283.7464736057445,5055158.1099244793877,0,0,23715.988531623846939,0
62,5926374.3109946260229,5057294.3526006806642,0,0,23715.988531623846939,0
63,5946464.8755156463012,5059430.5952768819407,0,0,23715.988531623846939,0
64,5966555.4400366665795,5061566.8379530832171,0,0,23715.988531623846939,0
65,5986646.0045576868579,5063703.0806292844936,0,0,23715.988531623846939,0
66,5990913.5468707755208,5065839.3233054857701,0,0,23715.988531623846939,0
67,5969087.0910617960617,5067975.5659816870466,0,0,20253.417633802233468,0
68,5947260.6352528166026,5070111.8086578883231,0,0,11464.111398305089097,0
69,5925434.1794438371435,5072248.0513340895995,0,0,7064.5676331214599486,0
70,5903607.7236348576844,5074384.294010290876,0,0,2737.7926089578104438,0
71,5881781.2678258782253,5076520.5366864921525,0,0,0,0
72,5873240.8006587289274,5078656.779362693429,0,0,0,0
73,5883540.890479022637,5080793.0220388947055,0,0,0,0
74,5901017.9788733245805,5082929.264715095982,0,0,0,0
75,5921108.5433943448588,5085065.5073912972584,0,0,0,0
76,5941199.1079153651372,5087201.7500674985349,0,0,0,0
77,5961289.6724363854155,5089337.9927436998114,0,0,0,0
