Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6015959.8274182379246,4924979.9757397426292,0,0,0,0
1,6013724.4189252089709,4927248.8874794850126,0,0,0,0
2,6023048.5625014398247,4929517.799219227396,0,0,0,0
3,6042878.2842496773228,4931786.7109589697793,0,0,0,0
4,6062708.0059979148209,4934055.6226987121627,0,0,0,0
5,6082537.727746152319,4936324.534438454546,0,0,0,0
6,6102367.4494943898171,4938593.4461781969294,0,0,0,0
7,6122035.9741857741028,4940862.3579179393128,0,0,0,0
8,6141865.6959340116009,4943131.2696576816961,0,0,0,0
9,6161695.417682249099,4945400.1813974240795,0,0,8109.8557059622335146,0
10,6181525.1394304865971,4947669.0931371664628,0,0,23339.08047159771013,0
11,6201354.8611787240952,4949938.0048769088462,0,0,50932.605521190911531,0
12,6221184.5829269615933,4952206.9166166512296,0,0,81795.215528946631821,0
13,6241014.3046751990914,4954475.8283563936129,0,0,114656.00424528660369,0
14,6260844.0264234365895,4956744.7400961359963,0,0,140536.6645592173154,0
15,6280673.7481716740876,4959013.6518358783796,0,0,153771.1961448994407,0
16,6300503.4699199115857,4961282.563575620763,0,0,153771.1961448994407,0
17,6309559.1475164163858,4963551.4753153631464,0,0,153771.1961448994407,0
18,6287471.8489346541464,4965820.3870551055297,0,0,152011.95783051374019,0
19,6265384.5503528919071,4968089.2987948479131,0,0,123320.69346860478981,0
20,6243297.2517711296678,4970358.2105345902964,0,0,90533.671433042822173,0
21,6221209.9531893674284,4972627.1222743326798,0,0,65716.475523815606721,0
22,6199122.6546076051891,4974896.0340140750632,0,0,33568.65792310047982,0
23,6177035.3560258429497,4977164.9457538174465,0,0,7932.3793038438107033,0
24,6154948.0574440807104,4979433.8574935598299,0,0,0,0
25,6150478.6097232550383,4981702.7692333022133,0,0,0,0
26,6157919.6232697609812,4983971.6809730445966,0,0,0,0
27,6177749.3450179984793,4986240.59271278698,0,0,0,0
28,6197579.0667662359774,4988509.5044525293633,0,0,0,0
29,6217408.7885144734755,4990778.4161922717467,0,11197.178982120312867,0,0
30,6237238.5102627109736,4993047.3279320141301,0,24662.523497947600845,0,0
31,6257068.2320109484717,4995316.2396717565134,0,29270.411756471916306,0,0
32,6276897.9537591859698,4997585.1514114988968,0,40507.314666919075535,0,0
33,6296727.6755074234679,4999854.0631512412801,0,59052.822001259075478,15750.097244185144518,0
34,6316557.397255660966,5002122.9748909836635,0,77598.329335599075421,42831.46367880836624,0
35,6336387.1190038984641,5004391.8866307260469,0,96143.836669939075364,93499.03257158890483,0
36,6356216.8407521359622,5006660.7983704684302,0,114689.34400427907531,159530.39816311353934,0
37,6376046.5625003734604,5008929.7101102108136,0,132954.79112675631768,237541.17323769873474,0
38,6395876.2842486109585,5011198.6218499531969,0,151500.29846109630307,303485.84905468480429,0
39,6415706.0059968484566,5013467.5335896955803,0,170045.80579543631757,357875.44199710345129,0
40,6435535.7277450859547,5015736.4453294379637,0,188591.31312977633206,387909.01659999997355,0
41,6455365.4494933234528,5018005.357069180347,0,193924.73940941639012,387909.01659999997355,0
42,6446386.6508364379406,5020274.2688089227304,0,193924.73940941639012,387909.01659999997355,0
43,6424299.3522546757013,5022543.1805486651137,0,193924.73940941639012,361634.85077537584584,0
44,6402212.0536729134619,5024812.0922884074971,0,193924.73940941639012,324970.6522924444871,0
45,6380124.7550911512226,5027081.0040281498805,0,193924.73940941639012,292335.41671554197092,0
46,6358037.4565093889832,5029349.9157678922638,0,193924.73940941639012,254130.75919379500556,0
