Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6017126.543138789013,4924684.8547616610304,0,0,0,0
1,6014062.8759726379067,4926658.6455233218148,0,0,0,0
2,6019097.7186912652105,4928632.4362849825993,0,0,0,0
3,6038138.8025546548888,4930606.2270466433838,0,0,0,0
4,6059135.2400234434754,4932580.0178083041683,0,0,0,0
5,6080131.6774922320619,4934553.8085699649528,0,0,0,0
6,6101128.1149610206485,4936527.5993316257372,0,0,0,0
7,6122124.552429809235,4938501.3900932865217,0,0,0,0
8,6143120.9898985978216,4940475.1808549473062,0,0,0,0
9,6164117.4273673864082,4942448.9716166080907,0,0,19761.619633004695061,0
10,6185113.8648361749947,4944422.7623782688752,0,0,64792.941730541271681,0
11,6206110.3023049635813,4946396.5531399296597,0,0,103832.29809497680981,0
12,6227106.7397737521678,4948370.3439015904441,0,0,130092.85706879969803,0
13,6248103.1772425407544,4950344.1346632512286,0,0,151333.33051302790409,0
14,6269099.6147113293409,4952317.9254249120131,0,0,154239.13503679109272,0
15,6290096.0521801179275,4954291.7161865727976,0,0,154239.13503679109272,0
16,6311092.489648906514,4956265.5069482335821,0,0,154239.13503679109272,0
17,6329911.2590355211869,4958239.2977098943666,0,0,154239.13503679109272,0
18,6316514.9634047253057,4960213.088471555151,0,0,154239.13503679109272,0
19,6295594.3805435141549,4962186.8792332159355,0,0,137095.16005299176322,0
20,6274673.797682303004,4964160.66999487672,0,0,116970.27321535735973,0
21,6253753.2148210918531,4966134.4607565375045,0,0,100773.06369758608344,0
22,6232832.6319598807022,4968108.251518198289,0,0,80948.28850920010882,0
23,6211912.0490986695513,4970082.0422798590735,0,0,61208.018757860831101,0
24,6190991.4662374584004,4972055.8330415198579,0,0,51428.386133419226098,0
25,6177145.8530309395865,4974029.6238031806424,0,0,51428.386133419226098,0
26,6169831.4159085452557,4976003.4145648414269,0,0,51428.386133419226098,0
27,6174198.5741616208106,4977977.2053265022114,0,0,51428.386133419226098,0
28,6186439.0324780233204,4979950.9960881629959,0,0,51428.386133419226098,0
29,6207358.5309381969273,4981924.7868498237804,0,0,51428.386133419226098,0
30,6228354.9684069855139,4983898.5776114845648,0,0,51428.386133419226098,0
31,6249351.4058757741004,4985872.3683731453493,0,0,51428.386133419226098,0
32,6270347.843344562687,4987846.1591348061338,0,0,51428.386133419226098,0
33,6291344.2808133512735,4989819.9498964669183,0,0,51428.386133419226098,0
34,6312340.7182821398601,4991793.7406581277028,0,0,54772.417379435813928,0
35,6333337.1557509284467,4993767.5314197884873,0,0,74105.206611200177576,0
36,6354333.5932197170332,4995741.3221814492717,0,0,99502.180681595389615,0
37,6375330.0306885056198,4997715.1129431100562,0,0,124584.35822883054789,0
38,6396326.4681572942063,4999688.9037047708407,0,0,136712.33353002698277,0
39,6417322.9056260827929,5001662.6944664316252,0,0,136712.33353002698277,0
40,6438319.3430948713794,5003636.4852280924097,0,0,136712.33353002698277,0
41,6447253.6888948241249,5005610.2759897531942,0,0,136712.33353002698277,0
42,6426333.106033612974,5007584.0667514139786,0,0,130284.55827743212285,0
43,6405412.5231724018231,5009557.8575130747631,0,0,102238.54171293253603,0
44,6384491.9403111906722,5011531.6482747355476,0,0,77142.603960377338808,0
45,6363571.3574499795213,5013505.4390363963321,0,0,57903.884373392225825,0
46,6342650.7745887683704,5012951.6310509657487,0,0,38198.85571552500187,0
47,6321730.1917275572196,5013783.2815400194377,0,0,15873.784692321620241,0
48,6300809.6088663460687,5015757.0723016802222,0,0,4073.5898907539594802,0
49,6283198.2285434734076,5017730.8630633410066,0,0,4073.5898907539594802,0
50,6271903.3594687785953,5019704.6538250017911,0,0,4073.5898907539594802,0
51,6272701.2211272446439,5021678.4445866625756,0,0,4073.5898907539594802,0
52,6283259.9808507971466,5023652.2353483233601,0,0,4073.5898907539594802,0
53,6304256.4183195857331,5025626.0261099841446,0,0,3472.9399244177602668,0
54,6325252.8557883743197,5027599.8168716449291,0,0,3472.9399244177602668,0
55,6346249.2932571629062,5029573.6076333057135,0,0,3472.9399244177602668,0
56,6367245.7307259514928,5031547.398394966498,0,0,3472.9399244177602668,0
57,6388242.1681947400793,5033521.1891566272825,0,0,3472.9399244177602668,0
58,6409238.6056635286659,5035494.979918288067,0,0,3472.9399244177602668,0
59,6430235.0431323172525,5037468.7706799488515,0,0,8230.3650524565291562,0
60,6451231.480601105839,5039442.5614416096359,0,0,19544.373534093851049,0
61,6472227.9180698944256,5041416.3522032704204,0,0,34284.817000829112658,0
62,6493224.3555386830121,5043390.1429649312049,0,0,41471.253304646139441,0
63,6514220.7930074715987,5045363.9337265919894,0,0,41471.253304646139441,0
64,6535217.2304762601852,5047337.7244882527739,0,0,41471.253304646139441,0
65,6553112.7349820062518,5049311.5152499135584,0,0,41471.253304646139441,0
66,6537417.4536492312327,5051285.3060115743428,0,0,41471.253304646139441,0
67,6516496.8707880200818,5053259.0967732351273,0,0,28985.913483250391437,0
68,6495576.2879268089309,5055232.8875348959118,0,0,20985.718685339896183,0
69,6474655.70506559778,5057206.6782965566963,0,0,18691.712333897412464,0
70,6453735.1222043866292,5056695.6739659048617,0,0,12549.515048187167849,0
