Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6015210.6523720137775,4924007.9717844109982,0,0,0,0
1,6006857.0668707676232,4925304.8795688217506,0,0,0,0
2,6003840.7654309710488,4926601.7873532325029,0,0,0,0
3,6013352.1212303163484,4927898.6951376432553,0,0,0,0
4,6030495.6767964437604,4929195.6029220540076,0,0,0,0
5,6049576.2234984571114,4930492.51070646476,0,0,0,0
6,6068656.7702004704624,4931789.4184908755124,0,0,0,0
7,6087553.2260698350146,4933086.3262752862647,0,0,0,0
8,6106633.7727718483657,4934383.2340596970171,0,0,0,0
9,6125714.3194738617167,4935680.1418441077694,0,0,13222.388124478724421,0
10,6144794.8661758750677,4936977.0496285185218,0,0,41150.085389298859809,0
11,6163875.4128778884187,4938273.9574129292741,0,0,70798.006149771244964,0
12,6182955.9595799017698,4939570.8651973400265,0,0,107091.27443964644044,0
13,6202036.5062819151208,4940867.7729817507789,0,0,132927.67482513535651,0
14,6221117.0529839284718,4942164.6807661615312,0,0,135378.13050415090402,0
15,6240197.5996859418228,4943461.5885505722836,0,0,135378.13050415090402,0
16,6259278.1463879551739,4944758.4963349830359,0,0,135378.13050415090402,0
17,6278358.6930899685249,4946055.4041193937883,0,0,135378.13050415090402,0
18,6265100.1491980794817,4947352.3119038045406,0,0,135378.13050415090402,0
19,6242263.675570092164,4948649.219688215293,0,0,121171.35255156541825,0
20,6219427.2019421048462,4949946.1274726260453,0,0,110107.31180752508226,0
21,6196590.7283141175285,4951243.0352570367977,0,0,108905.06075341772521,0
22,6173754.2546861302108,4952539.9430414475501,0,0,100213.0773205482983,0
23,6150917.781058142893,4953836.8508258583024,0,0,90138.396125170838786,0
24,6128081.3074301555753,4955133.7586102690548,0,0,87595.076069204165833,0
25,6117805.4500864995643,4956430.6663946798071,0,0,87595.076069204165833,0
26,6112619.0836344379932,4957727.5741790905595,0,0,87595.076069204165833,0
27,6119417.4516511298716,4959024.4819635013118,0,0,87595.076069204165833,0
28,6135401.2788397613913,4960321.3897479120642,0,0,87595.076069204165833,0
29,6154481.8255417747423,4961618.2975323228166,0,0,87595.076069204165833,0
30,6173562.3722437880933,4962915.2053167335689,0,0,87595.076069204165833,0
31,6192642.9189458014444,4964212.1131011443213,0,0,87595.076069204165833,0
32,6211723.4656478147954,4965509.0208855550736,0,0,87595.076069204165833,0
33,6230804.0123498281464,4966805.928669965826,0,0,87595.076069204165833,0
34,6249884.5590518414974,4968102.8364543765783,0,0,108765.13742284213367,0
35,6268965.1057538548484,4969399.7442387873307,0,0,135693.76556736999191,0
36,6288045.6524558681995,4970696.652023198083,0,0,169160.0597824001452,0
37,6307126.1991578815505,4971993.5598076088354,0,0,191893.67022395483218,0
38,6326206.7458598949015,4973290.4675920195878,0,0,196883.90734202798922,0
39,6345287.2925619082525,4974587.3753764303401,0,0,196883.90734202798922,0
40,6364367.8392639216036,4975884.2831608410925,0,0,196883.90734202798922,0
41,6379539.6346049681306,4977181.1909452518448,0,0,196883.90734202798922,0
42,6365088.793925922364,4978478.0987296625972,0,0,196883.90734202798922,0
43,6342252.3202979350463,4979775.0065140733495,0,0,182753.32143017108319,0
44,6360797.6409691926092,4981071.9142984841019,0,0,128947.90272619892494,0
45,6337961.1673412052915,4982368.8220828948542,0,0,125151.18400862565613,0
46,6315124.6937132179737,4983437.4391111638397,0,0,112613.83766993781319,0
47,6292288.220085230656,4984734.3468955745921,0,0,97839.630809418638819,0
48,6269451.7464572433382,4986031.2546799853444,0,0,92982.239094127216958,0
