Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6017937.6908714240417,4924579.2610172098503,0,0,0,0
1,6005397.5034296764061,4926447.4580344194546,0,0,0,0
2,5997048.4315944183618,4928315.655051629059,0,0,0,0
3,5998346.2984048631042,4930183.8520688386634,0,0,0,0
4,6005939.4582224488258,4932052.0490860482678,0,0,0,0
5,6019614.3104306990281,4933920.2461032578722,0,0,0,0
6,6030314.7801285348833,4935788.4431204674765,0,0,0,0
7,6033795.9578998610377,4937656.6401376770809,0,0,0,0
8,6042042.3462419789284,4939524.8371548866853,0,0,0,0
9,6059413.2269608369097,4941393.0341720962897,0,0,0,0
10,6063462.2922206036747,4943261.2311893058941,0,0,0,0
11,6085269.8774220272899,4945129.4282065154985,0,0,0,0
12,6107077.4626234509051,4946997.6252237251028,0,0,7464.7404298285255209,0
13,6128885.0478248745203,4948865.8222409347072,0,0,20614.52144687823602,0
14,6150692.6330262981355,4950734.0192581443116,0,0,44897.887079279775207,0
15,6172500.2182277217507,4952602.216275353916,0,0,64309.310215701130801,0
16,6194307.803429145366,4954470.4132925635204,0,0,68335.531229057756718,0
17,6210286.5118451267481,4956338.6103097731248,0,0,68335.531229057756718,0
18,6197154.6786257978529,4958206.8073269827291,0,0,68335.531229057756718,0
19,6177045.2434972217306,4960075.0043441923335,0,0,64381.80166848294175,0
20,6156935.8083686456084,4961943.2013614019379,0,0,52064.879488189399126,0
21,6136826.3732400694862,4963811.3983786115423,0,0,40244.121412458516716,0
22,6116716.938111493364,4965679.5953958211467,0,0,23299.993813065426366,0
23,6096607.5029829172418,4967547.792413030751,0,0,5481.0169705129010254,0
24,6076498.0678543411195,4969415.9894302403554,0,0,0,0
25,6056388.6327257649973,4971284.1864474499598,0,0,0,0
26,6037681.2993855914101,4973152.3834646595642,0,0,0,0
27,6032941.3723863204941,4975020.5804818691686,0,0,0,0
28,6038220.0074995029718,4976888.777499078773,0,0,0,0
29,6050693.8718067705631,4978756.9745162883773,0,0,0,0
30,6062524.2783353524283,4980625.1715334979817,0,0,0,0
31,6084331.8635367760435,4982493.3685507075861,0,0,0,0
32,6106139.4487381996587,4984361.5655679171905,0,0,20008.001077256463759,0
33,6127947.0339396232739,4986229.7625851267949,0,18545.507334339999943,48909.175721815990983,0
34,6149754.6191410468891,4988097.9596023363993,0,37091.014668679999886,95400.509814502613153,0
35,6171562.2043424705043,4989966.1566195460036,0,55636.522003019999829,149677.14108030934585,0
36,6193369.7895438941196,4991834.353636755608,0,55636.522003019999829,236714.25459046440665,0
37,6215177.3747453177348,4993702.5506539652124,0,74182.029337359999772,290003.0516234561801,0
38,6236984.95994674135,4995570.7476711748168,0,92727.536671699999715,330777.81916237954283,0
39,6258792.5451481649652,4997438.9446883844212,0,111273.04400603999966,361294.80895521491766,0
40,6280600.1303495885804,4999307.1417055940256,0,111370.21173870864732,387909.01659999997355,0
41,6302407.7155510121956,5001175.3387228036299,0,111370.21173870864732,387909.01659999997355,0
42,6288157.3587756901979,5003043.5357400132343,0,111370.21173870864732,387909.01659999997355,0
43,6309964.9439771138132,5004911.7327572228387,0,111370.21173870864732,321758.40096185269067,0
44,6331772.5291785374284,5006779.9297744324431,0,89955.076248708646744,274781.44665613089455,0
45,6353580.1143799610436,5008648.1267916420475,0,89955.076248708646744,209901.52455079977517,0
46,6375387.6995813846588,5010516.3238088516518,0,89955.076248708646744,144060.99886868050089,0
47,6397195.284782808274,5012384.5208260612562,0,89955.076248708646744,75194.353655113460263,0
48,6419002.8699842318892,5014252.7178432708606,0,89955.076248708646744,19093.347114284406416,0
49,6420782.5722618130967,5016120.914860480465,0,89955.076248708646744,0,0
50,6412173.6734282029793,5017989.1118776900694,0,89955.076248708646744,0,0
51,6417769.6331807067618,5019857.3088948996738,0,89955.076248708646744,0,0
52,6439577.218382130377,5021725.5059121092781,0,85010.481528940974385,0,0
53,6461384.8035835539922,5023593.7029293188825,0,85010.481528940974385,0,0
54,6483192.3887849776074,5025461.8999465284869,0,85010.481528940974385,0,0
55,6504999.9739864012226,5027330.0969637380913,0,85010.481528940974385,0,0
56,6526807.5591878248379,5029198.2939809476957,0,102595.39038191037253,0,0
57,6548615.1443892484531,5031066.4909981573001,0,121140.89771625037247,34616.266490939320647,0
58,6570422.7295906720683,5032934.6880153669044,0,139686.40505059037241,104101.13052046818484,0
59,6592230.3147920956835,5034802.8850325765088,0,158231.9123849303578,180059.82797895977274,0
