Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6016835.7177317738533,4924048.5847630463541,0,0,0,0
1,6007971.372991557233,4925386.1055260924622,0,0,0,0
2,6002814.5012501999736,4926723.6262891385704,0,0,0,0
3,6010110.1454323902726,4928061.1470521846786,0,0,0,0
4,6025376.3482636259869,4929398.6678152307868,0,0,0,0
5,6045114.5888109561056,4930736.188578276895,0,0,0,0
6,6059282.1647794498131,4932073.7093413230032,0,0,0,0
7,6076893.6461857389659,4933411.2301043691114,0,0,0,0
8,6096631.8867330690846,4934748.7508674152195,0,0,0,0
9,6116370.1272803992033,4936086.2716304613277,0,0,20032.756632394961343,0
10,6136108.367827729322,4937423.7923935074359,0,0,68015.374557103161351,0
11,6155846.6083750594407,4938761.3131565535441,0,0,127589.43127641260799,0
12,6175584.8489223895594,4940098.8339195996523,0,0,193679.97884163665003,0
13,6195323.0894697196782,4941436.3546826457605,0,0,250665.51831954377121,0
14,6215061.3300170497969,4942773.8754456918687,0,0,291022.7492155439104,0
15,6234799.5705643799156,4944111.3962087379768,0,0,303877.58597821881995,0
16,6254537.8111117100343,4945448.916971784085,0,0,303877.58597821881995,0
17,6256420.9344604928046,4946786.4377348301932,0,0,303877.58597821881995,0
18,6234242.1546778231859,4948123.9584978763014,0,0,291666.08268288959516,0
19,6212063.3748951535672,4949461.4792609224096,0,0,261447.85452482907567,0
20,6189884.5951124839485,4950799.0000239685178,0,0,238328.53475305327447,0
21,6167705.8153298143297,4952136.520787014626,0,0,223456.52580174122704,0
22,6145527.035547144711,4952662.9795914925635,0,0,203248.21732179092942,0
23,6123348.2557644750923,4954000.5003545386717,0,0,178337.10729607052053,0
24,6101169.4759818054736,4955338.0211175847799,0,0,158015.04081557691097,0
25,6078990.6961991358548,4956675.541880630888,0,0,150679.86016210218077,0
26,6056811.9164164662361,4958013.0626436769962,0,0,148604.24507975502638,0
27,6044665.6574037931859,4959350.5834067231044,0,0,148604.24507975502638,0
28,6064403.8979511233047,4960688.1041697692126,0,0,125538.02562288640183,0
29,6069821.4539573378861,4962025.6249328153208,0,0,125538.02562288640183,0
30,6080090.3747095642611,4963363.145695861429,0,0,125538.02562288640183,0
31,6099828.6152568943799,4964700.6664589075372,0,0,125538.02562288640183,0
32,6119566.8558042244986,4966038.1872219536453,0,0,125538.02562288640183,0
33,6139305.0963515546173,4967375.7079849997535,0,0,133910.4379518739006,0
34,6159043.336898884736,4968713.2287480458617,0,0,171316.87054499913938,0
35,6178781.5774462148547,4970050.7495110919699,0,0,223331.4469409455487,0
36,6198519.8179935449734,4971388.2702741380781,0,0,288719.09277702128747,0
37,6218258.0585408750921,4972725.7910371841863,0,0,342422.32077513902914,0
38,6237996.2990882052109,4974063.3118002302945,0,0,370231.55063374666497,617.41403233200583145
39,6257734.5396355353296,4975400.8325632764027,0,0,371253.06314680480864,617.41403233200583145
40,6277472.7801828654483,4976738.3533263225108,0,0,371253.06314680480864,617.41403233200583145
41,6268575.6242720084265,4978075.874089368619,0,0,371253.06314680480864,617.41403233200583145
42,6246396.8444893388078,4979413.3948524147272,0,0,354405.95327142125461,617.41403233200583145
43,6224218.064706669189,4980750.9156154608354,0,0,315700.26985833520303,617.41403233200583145
44,6202039.2849239995703,4982088.4363785069436,0,0,281699.80757425434422,617.41403233200583145
45,6179860.5051413299516,4983425.9571415530518,0,0,256309.90958388490253,617.41403233200583145
46,6157681.7253586603329,4984763.47790459916,0,0,226103.22046415324439,0
47,6135502.9455759907141,4986100.9986676452681,0,0,194152.94732401246438,0
48,6113324.1657933210954,4987438.5194306913763,0,0,173912.46347211243119,0
49,6119190.8807517942041,4988776.0401937374845,0,0,141860.15126992558362,0
50,6100468.1743379775435,4990113.5609567835927,0,0,141860.15126992558362,0
51,6093159.8561121933162,4991451.0817198297009,0,0,141860.15126992558362,0
52,6095419.6774690942839,4992788.6024828758091,0,0,141860.15126992558362,0
53,6107817.1178626110777,4994126.1232459219173,0,0,141860.15126992558362,0
54,6127116.6125954762101,4995463.6440089680254,0,0,141860.15126992558362,0
55,6146854.8531428063288,4996801.1647720141336,0,0,141860.15126992558362,0
56,6166593.0936901364475,4998138.6855350602418,0,0,141860.15126992558362,0
57,6186331.3342374665663,4999476.20629810635,0,0,151920.1533058747882,0
58,6206069.574784796685,5000813.7270611524582,0,0,190401.05094452091726,0
59,6225807.8153321268037,5002151.2478241985664,0,0,246696.26673966320232,0
60,6245546.0558794569224,5003488.7685872446746,0,0,315452.94567155087134,0
61,6265284.2964267870411,5004826.2893502907827,0,0,367403.86237672017887,179.25890577053860397
62,6285022.5369741171598,5006163.8101133368909,0,0,387909.01659999997355,1389.7119983083687202
63,6304760.7775214472786,5007501.3308763829991,0,0,387909.01659999997355,1389.7119983083687202
64,6324499.0180687773973,5008838.8516394291073,0,0,387909.01659999997355,1389.7119983083687202
65,6330606.6901195636019,5010176.3724024752155,0,0,387909.01659999997355,1389.7119983083687202
66,6310382.0995712550357,5011513.8931655213237,0,0,387909.01659999997355,1389.7119983083687202
67,6288203.319788585417,5012851.4139285674319,0,0,367829.50339676561998,1389.7119983083687202
68,6266024.5400059157982,5014188.9346916135401,0,0,343255.32380274689058,1389.7119983083687202
69,6243845.7602232461795,5015526.4554546596482,0,0,320684.37443201319547,1389.7119983083687202
70,6221666.9804405765608,5016863.9762177057564,0,0,292804.08373371191556,568.01930209433112395
71,6199488.2006579069421,5018201.4969807518646,0,0,267973.86567604524316,419.97723652031106667
72,6177309.4208752373233,5019539.0177437979728,0,0,260738.81924376785173,419.97723652031106667
73,6168635.0722487941384,5020876.538506844081,0,0,260738.81924376785173,419.97723652031106667
74,6168610.8011896023527,5022214.0592698901892,0,0,260738.81924376785173,419.97723652031106667
75,6180711.9617158714682,5023551.5800329362974,0,0,260738.81924376785173,419.97723652031106667
76,6199508.1892295833677,5024889.1007959824055,0,0,260738.81924376785173,419.97723652031106667
77,6219246.4297769134864,5026226.6215590285137,0,0,260738.81924376785173,419.97723652031106667
78,6238984.6703242436051,5027564.1423220746219,0,0,260738.81924376785173,419.97723652031106667
79,6255686.026889312081,5028901.6630851207301,0,0,260738.81924376785173,419.97723652031106667
80,6275424.2674366421998,5030239.1838481668383,0,0,260738.81924376785173,419.97723652031106667
81,6295162.5079839723185,5031576.7046112129465,0,0,260738.81924376785173,419.97723652031106667
82,6314900.7485313024372,5032914.2253742590547,0,0,260738.81924376785173,419.97723652031106667
83,6334638.9890786325559,5034251.7461373051628,0,0,263074.60634340753313,419.97723652031106667
84,6354377.2296259626746,5035589.266900351271,0,0,270901.09595091425581,419.97723652031106667
85,6374115.4701732927933,5036926.7876633973792,0,0,281274.13002436188981,1075.5898489178898672
86,6393853.710720622912,5038264.3084264434874,0,0,281274.13002436188981,1075.5898489178898672
87,6413591.9512679530308,5039601.8291894895956,0,0,281274.13002436188981,1075.5898489178898672
88,6433330.1918152831495,5040939.3499525357038,0,0,281274.13002436188981,1075.5898489178898672
89,6449214.6684464775026,5042276.870715581812,0,0,281274.13002436188981,1075.5898489178898672
90,6433219.0504108704627,5043614.3914786279202,0,0,281274.13002436188981,1075.5898489178898672
91,6411040.2706282008439,5044951.9122416740283,0,0,258161.75373550265795,1075.5898489178898672
92,6388861.4908455312252,5046289.4330047201365,0,0,229664.59696523827733,1075.5898489178898672
93,6366682.7110628616065,5047626.9537677662447,0,0,204635.37627279106528,1075.5898489178898672
94,6344503.9312801919878,5048964.4745308123529,0,0,179678.34497826278675,0
95,6322325.151497522369,5050301.9952938584611,0,0,154230.06540040770778,0
96,6300146.3717148527503,5051639.5160569045693,0,0,141204.33798563291202,0
97,6281876.5798673154786,5052977.0368199506775,0,0,141204.33798563291202,0
98,6270305.0127628417686,5054314.5575829967856,0,0,141204.33798563291202,0
99,6271579.1028182860464,5055652.0783460428938,0,0,141204.33798563291202,0
100,6282773.2748017786071,5056989.599109089002,0,0,141204.33798563291202,0
101,6302511.5153491087258,5058327.1198721351102,0,0,141204.33798563291202,0
