Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6017193.1295343078673,4923915.9156995052472,0,0,0,0
1,6010057.7958309650421,4925120.7673990102485,0,0,0,0
2,6008033.0457767229527,4926325.6190985152498,0,0,0,0
3,6017252.6445303736255,4927530.4707980202511,0,0,0,0
4,6032523.1715772654861,4928735.3224975252524,0,0,0,0
5,6052849.6381770856678,4929940.1741970302537,0,0,0,0
6,6073912.6620413931087,4931145.025896535255,0,0,0,0
7,6094975.6859057005495,4932349.8775960402563,0,0,0,0
8,6116038.7097700079903,4933554.7292955452576,0,0,0,0
9,6137101.7336343154311,4934759.5809950502589,0,0,0,0
10,6158164.7574986228719,4935964.4326945552602,0,0,12022.568769730016356,0
11,6179227.7813629303128,4937169.2843940602615,0,0,23418.604008178743243,0
12,6200290.8052272377536,4938374.1360935652629,0,0,37201.02903263643384,0
13,6221353.8290915451944,4939578.9877930702642,0,0,43488.953045787675364,0
14,6242416.8529558526352,4940783.8394925752655,0,0,43488.953045787675364,0
15,6263479.876820160076,4941988.6911920802668,0,0,43488.953045787675364,0
16,6284542.9006844675168,4943193.5428915852681,0,0,43488.953045787675364,0
17,6297518.8228976195678,4944398.3945910902694,0,0,43488.953045787675364,0
18,6282274.4658350991085,4945603.2462905952707,0,0,43488.953045787675364,0
19,6261420.4693694068119,4946808.097990100272,0,0,30299.408159625461849,0
20,6240566.4729037145153,4948012.9496896052733,0,0,18097.515910300098767,0
21,6219712.4764380222186,4949217.8013891102746,0,0,12095.160651382029755,0
22,6198858.479972329922,4950422.6530886152759,0,0,6861.5779714918171521,0
23,6178004.4835066376254,4951627.5047881202772,0,0,0,0
24,6158986.3835578002036,4952832.3564876252785,0,0,0,0
25,6154263.4356987746432,4954037.2081871302798,0,0,0,0
26,6154539.2433363879099,4955242.0598866352811,0,0,0,0
27,6165124.5671219173819,4956446.9115861402825,0,0,0,0
28,6183886.1512004099786,4957651.7632856452838,0,0,0,0
29,6204949.1750647174194,4958856.6149851502851,0,0,0,0
30,6226012.1989290248603,4960061.4666846552864,0,0,0,0
31,6247075.2227933323011,4961266.3183841602877,0,0,0,0
32,6268138.2466576397419,4962471.170083665289,0,0,0,0
33,6289201.2705219471827,4963676.0217831702903,0,0,0,0
34,6310264.2943862546235,4964880.8734826752916,0,0,6205.8705958964264937,0
35,6331327.3182505620643,4966085.7251821802929,0,0,19729.578564327970525,0
36,6352390.3421148695052,4967290.5768816852942,0,0,32885.916323194513097,0
37,6373453.365979176946,4968495.4285811902955,0,0,34472.47680682464852,0
38,6394516.3898434843868,4969700.2802806952968,0,0,34472.47680682464852,0
39,6415579.4137077918276,4970905.1319802002981,0,0,34472.47680682464852,0
40,6436642.4375720992684,4972109.9836797052994,0,0,34472.47680682464852,0
41,6450277.3298150254413,4973314.8353792103007,0,0,34472.47680682464852,0
42,6437278.4909342341125,4974519.6870787153021,0,0,34472.47680682464852,0
43,6416424.4944685418159,4975724.5387782203034,0,0,23423.118481637575314,0
44,6395570.4980028495193,4976929.3904777253047,0,0,14358.560652406777081,0
