Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6025903.0535792205483,4923466.4654026115313,0,0,0,0
1,6024819.7126099076122,4924221.8668052228168,0,0,0,0
2,6025064.0922671938315,4924977.2682078341022,0,0,0,0
3,6033990.8658543806523,4925732.6696104453877,0,0,0,0
4,6050340.8064876878634,4926488.0710130566731,0,0,0,0
5,6067772.7980300989002,4927243.4724156679586,0,0,0,0
6,6077911.477547342889,4927998.873818279244,0,0,0,0
7,6093474.1608771663159,4928754.2752208905295,0,0,0,0
8,6110906.1524195773527,4929509.6766235018149,0,4246.1474292225793761,0,0
9,6128338.1439619883895,4930265.0780261131003,0,22791.654763562579319,25994.965796264608798,0
10,6145770.1355043994263,4931020.4794287243858,0,41337.162097902575624,71478.083142983552534,0
11,6163202.1270468104631,4931775.8808313356712,0,57274.347140188845515,135593.12473633285845,0
12,6180634.1185892214999,4932531.2822339469567,0,58364.028240938787349,227721.5161883328401,0
13,6198066.1101316325366,4933286.6836365582421,0,76909.535575278787292,298868.87251544347964,0
14,6215498.1016740435734,4934042.0850391695276,0,95455.042909618787235,356086.18756127840606,0
15,6232930.0932164546102,4934797.486441780813,0,114000.55024395878718,387909.01659999997355,0
16,6250362.084758865647,4935552.8878443920985,0,131184.60300807503518,387909.01659999997355,0
17,6267794.0763012766838,4936308.2892470033839,0,131184.60300807503518,387909.01659999997355,0
18,6248404.1778656542301,4937063.6906496146694,0,131184.60300807503518,387909.01659999997355,0
19,6235774.3466725992039,4937819.0920522259548,0,131184.60300807503518,359254.22710835037287,0
20,6211289.3178850105032,4938574.4934548372403,0,131184.60300807503518,352247.46370961831417,0
21,6228721.30942742154,4939329.8948574485257,0,131184.60300807503518,311703.61021941283252,0
22,6246153.3009698325768,4940085.2962600598112,0,131184.60300807503518,280513.55962780682603,0
23,6263585.2925122436136,4940840.6976626710966,0,131184.60300807503518,237717.27766455159872,0
24,6281017.2840546546504,4941596.0990652823821,0,131184.60300807503518,196124.60656125159585,0
25,6298449.2755970656872,4942351.5004678936675,0,131184.60300807503518,165225.11276982945856,0
26,6289903.3891345029697,4943106.901870504953,0,131184.60300807503518,165225.11276982945856,0
27,6307335.3806769140065,4943862.3032731162384,0,131184.60300807503518,152340.70332531712484,0
28,6324767.3722193250433,4944617.7046757275239,0,131184.60300807503518,149543.43406588886864,0
29,6342199.3637617360801,4945373.1060783388093,0,131184.60300807503518,149543.43406588886864,0
30,6359631.3553041471168,4946128.5074809500948,0,131184.60300807503518,143600.44534049875801,0
31,6377063.3468465581536,4946883.9088835613802,0,131184.60300807503518,137158.23928881986649,0
32,6394495.3383889691904,4947639.3102861726657,0,131184.60300807503518,137158.23928881986649,0
33,6411927.3299313802272,4948394.7116887839511,0,131184.60300807503518,154174.64691083080834,0
34,6429359.321473791264,4949150.1130913952366,0,131184.60300807503518,190768.75863515841775,0
