Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6015960.8560021007434,4925164.0879095541313,0,0,0,0
1,6008258.3363013677299,4927617.1118191080168,0,0,0,0
2,6003735.9961985005066,4930070.1357286619022,0,0,0,0
3,6010910.346547363326,4932523.1596382157877,0,0,0,0
4,6024610.6770157860592,4934976.1835477696732,0,0,0,0
5,6042300.6542699038982,4937429.2074573235586,0,0,0,0
6,6061190.7653225269169,4939882.2313668774441,0,0,0,0
7,6074394.5302736461163,4942335.2552764313295,0,0,0,0
8,6093284.6413262691349,4944788.279185985215,0,0,0,0
9,6112174.7523788921535,4947241.3030955391005,0,0,0,0
10,6131064.8634315151721,4949694.3270050929859,0,0,0,0
11,6149954.9744841381907,4952147.3509146468714,0,0,0,0
12,6168845.0855367612094,4954600.3748242007568,0,0,14783.199113092035986,0
13,6187735.196589384228,4957053.3987337546423,0,0,27626.48822014239704,0
14,6206625.3076420072466,4959506.4226433085278,0,0,27626.48822014239704,0
15,6225515.4186946302652,4961959.4465528624132,0,0,27626.48822014239704,0
16,6244405.5297472532839,4964412.4704624162987,0,0,27626.48822014239704,0
17,6263295.6407998763025,4966865.4943719701841,0,0,27626.48822014239704,0
18,6267018.0566770294681,4969318.5182815240696,0,0,27626.48822014239704,0
19,6243991.1473996527493,4971771.5421910779551,0,0,23227.283429489783884,0
20,6220964.2381222760305,4974224.5661006318405,0,0,14043.032807758936542,0
21,6197937.3288448993117,4976677.590010185726,0,0,8759.9189761151646962,0
22,6174910.4195675225928,4979130.6139197396114,0,0,4800.4326371360948542,0
23,6151883.510290145874,4981583.6378292934969,0,0,0,0
24,6133520.2176231797785,4984036.6617388473824,0,0,0,0
25,6132734.3705368852243,4986489.6856484012678,0,0,0,0
26,6138399.6652245493606,4988942.7095579551533,0,0,0,0
27,6155309.6961026489735,4991395.7334675090387,0,0,0,0
28,6174199.8071552719921,4993848.7573770629242,0,0,0,0
29,6193089.9182078950107,4996301.7812866168097,0,0,0,0
30,6211980.0292605180293,4998754.8051961706951,0,0,0,0
31,6230870.140313141048,5001207.8291057245806,0,0,0,0
32,6249760.2513657640666,5003660.853015278466,0,0,0,0
33,6268650.3624183870852,5006113.8769248323515,0,0,0,0
34,6287540.4734710101038,5008566.900834386237,0,0,6459.5275426181096918,0
35,6306430.5845236331224,5011019.9247439401224,0,0,24965.868246750058461,0
36,6325320.6955762561411,5013472.9486534940079,0,0,58716.842913824206335,0
37,6344210.8066288791597,5015925.9725630478933,0,0,89084.443787348151091,0
38,6363100.9176815021783,5018378.9964726017788,0,0,108413.52005914338224,0
39,6381991.0287341251969,5020832.0203821556643,0,0,108413.52005914338224,0
40,6400881.1397867482156,5023285.0442917095497,0,0,108413.52005914338224,0
41,6403596.2133513661101,5025738.0682012634352,0,0,108413.52005914338224,0
42,6380569.3040739893913,5028191.0921108173206,0,0,101460.72716531985498,0
43,6357542.3947966126725,5030644.1160203712061,0,0,72221.179548911430174,0
44,6334515.4855192359537,5033097.1399299250916,0,0,44442.031830621592235,0
45,6311488.5762418592349,5035550.163839478977,0,0,27202.458939568758069,0
46,6288461.6669644825161,5038003.1877490328625,0,0,12804.754155593447649,0
47,6265434.7576871057972,5040456.2116585867479,0,0,3500.7884532198622765,0
48,6250937.664417703636,5042909.2355681406334,0,0,3500.7884532198622765,0
49,6257525.4085643738508,5045362.2594776945189,0,0,3500.7884532198622765,0
50,6274553.6124918255955,5047815.2833872484043,0,0,3500.7884532198622765,0
51,6293443.7235444486141,5050268.3072968022898,0,0,3500.7884532198622765,0
52,6312333.8345970716327,5052721.3312063561752,0,0,3500.7884532198622765,0
53,6331223.9456496946514,5055174.3551159100607,0,0,3500.7884532198622765,0
54,6350114.05670231767,5057627.3790254639462,0,0,3500.7884532198622765,0
55,6368172.7311385329813,5060080.4029350178316,0,0,3500.7884532198622765,0
56,6387062.8421911559999,5062533.4268445717171,0,0,3500.7884532198622765,0
57,6405952.9532437790185,5064986.4507541256025,0,0,3500.7884532198622765,0
58,6424843.0642964020371,5067439.474663679488,0,0,3500.7884532198622765,0
59,6443733.1753490250558,5069892.4985732333735,0,0,6853.4728123919067002,0
60,6462623.2864016480744,5072345.5224827872589,0,0,14688.878571207909772,1252.3215988096992533
61,6481513.397454271093,5074798.5463923411444,0,0,16549.679778356061433,1252.3215988096992533
62,6500403.5085068941116,5077251.5703018950298,0,0,23951.568195938314602,1252.3215988096992533
63,6519293.6195595171303,5079704.5942114489153,0,0,23951.568195938314602,1252.3215988096992533
64,6538183.7306121401489,5082157.6181210028008,0,0,23951.568195938314602,1252.3215988096992533
65,6556943.1809678841382,5084610.6420305566862,0,0,23951.568195938314602,1252.3215988096992533
66,6548992.1303053004667,5087063.6659401105717,0,0,23951.568195938314602,1252.3215988096992533
67,6525965.2210279237479,5089516.6898496644571,0,0,18733.018802410872013,1252.3215988096992533
68,6502938.3117505470291,5091969.7137592183426,0,0,10149.383738960081246,1252.3215988096992533
69,6479911.4024731703103,5094422.7376687722281,0,0,6488.3798359100474045,1252.3215988096992533
70,6456884.4931957935914,5096875.7615783261135,0,0,2177.9310219326143852,1252.3215988096992533
71,6433857.5839184168726,5099328.785487879999,0,0,0,0
72,6421211.8141844142228,5101781.8093974338844,0,0,0,0
73,6423192.4296936867759,5104234.8333069877699,0,0,0,0
74,6430906.9505868880078,5106687.8572165416554,0,0,0,0
75,6449797.0616395110264,5109140.8811260955408,0,0,0,0
76,6468687.1726921340451,5111593.9050356494263,0,0,0,0
77,6487577.2837447570637,5114046.9289452033117,0,0,0,0
78,6506467.3947973800823,5116499.9528547571972,0,0,0,0
79,6521544.8559708166867,5118952.9767643110827,0,0,0,0
80,6535959.4905749708414,5121406.0006738649681,0,0,0,0
81,6554849.60162759386,5123859.0245834188536,0,0,0,0
82,6573739.7126802168787,5126312.048492972739,0,0,0,0
83,6592629.8237328398973,5128765.0724025266245,0,0,11667.068949901027736,0
84,6611519.9347854629159,5131218.09631208051,0,0,34532.134240917024727,0
85,6630410.0458380859345,5133671.1202216343954,0,0,60788.760514674155274,1699.4068656993238164
86,6649300.1568907089531,5136124.1441311882809,0,0,75635.236172986173187,2542.0332848444936644
