Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
0,6020129.6277350177988,4924387.0262516709045,0,0,0,0
1,6017474.7161478903145,4926062.988503341563,0,0,0,0
2,6018250.6570943724364,4927738.9507550122216,0,0,0,0
3,6027556.6454008240253,4929414.9130066828802,0,0,0,0
4,6042843.0937923956662,4931090.8752583535388,0,0,0,0
5,6063942.0180807039142,4932766.8375100241974,0,0,0,0
6,6084618.0170494485646,4934442.799761694856,0,0,0,0
7,6105716.9413377568126,4936118.7620133655146,0,0,0,0
8,6126815.8656260650605,4937794.7242650361732,0,0,0,0
9,6147914.7899143733084,4939470.6865167068318,0,0,319.69721500045267248,0
10,6169013.7142026815563,4941146.6487683774903,0,0,17195.789364234817185,0
11,6190112.6384909898043,4942822.6110200481489,0,0,44811.949687041560537,0
12,6211211.5627792980522,4944498.5732717188075,0,0,84361.726377555693034,0
13,6232310.4870676063001,4946174.5355233894661,0,0,125116.82831578452897,0
14,6253409.411355914548,4947850.4977750601247,0,0,148557.67077886860352,1539.1377444859544994
15,6274508.335644222796,4949526.4600267307833,0,0,149475.38714758100105,3277.6976969540810387
16,6295607.2599325310439,4951202.4222784014419,0,0,149475.38714758100105,3277.6976969540810387
17,6287627.5832143267617,4952878.3845300721005,0,0,149475.38714758100105,3277.6976969540810387
18,6266809.4871726343408,4954554.346781742759,0,0,131070.70211284732795,3277.6976969540810387
19,6245991.39113094192,4956230.3090334134176,0,0,93113.335827394199441,3277.6976969540810387
20,6225173.2950892494991,4957906.2712850840762,0,0,56946.515863370412262,3277.6976969540810387
21,6204355.1990475570783,4959582.2335367547348,0,0,28675.031859342459938,3277.6976969540810387
22,6183537.1030058646575,4961258.1957884253934,0,0,12399.612787446647417,2472.0909522258607467
23,6162719.0069641722366,4962934.158040096052,0,0,0,2472.0909522258607467
24,6146767.3109251176938,4964610.1202917667106,0,0,0,2472.0909522258607467
25,6153803.8245035242289,4966286.0825434373692,0,0,0,2472.0909522258607467
26,6171721.9335979418829,4967962.0447951080278,0,0,0,2472.0909522258607467
27,6192820.8578862501308,4969638.0070467786863,0,0,0,2472.0909522258607467
28,6213919.7821745583788,4971313.9692984493449,0,0,0,2472.0909522258607467
29,6235018.7064628666267,4972989.9315501200035,0,0,0,2472.0909522258607467
30,6256117.6307511748746,4974665.8938017906621,0,0,1322.9400822838483691,2472.0909522258607467
31,6277216.5550394831225,4976341.8560534613207,0,0,1322.9400822838483691,2472.0909522258607467
32,6298315.4793277913705,4978017.8183051319793,0,0,1322.9400822838483691,2472.0909522258607467
33,6319414.4036160996184,4979693.7805568026379,0,0,6900.067312606061023,2472.0909522258607467
34,6340513.3279044078663,4981369.7428084732965,0,0,22142.353783388280135,2472.0909522258607467
35,6361612.2521927161142,4983045.7050601439551,0,0,47319.404873027495341,2472.0909522258607467
36,6382711.1764810243621,4984721.6673118146136,0,0,76862.590214687472326,2472.0909522258607467
37,6403810.1007693326101,4986397.6295634852722,0,0,106414.90594734766637,2472.0909522258607467
38,6424909.025057640858,4988073.5918151559308,0,0,121314.22229023870023,2472.0909522258607467
39,6446007.9493459491059,4989749.5540668265894,0,0,124300.50245009888022,2472.0909522258607467
40,6467106.8736342573538,4991425.516318497248,0,0,124300.50245009888022,2472.0909522258607467
41,6466530.0618313169107,4993101.4785701679066,0,0,124300.50245009888022,2472.0909522258607467
42,6445711.9657896244898,4994777.4408218385652,0,0,122492.66069520126621,2472.0909522258607467
43,6424893.869747932069,4996453.4030735092238,0,0,99828.433495490258792,2472.0909522258607467
44,6404075.7737062396482,4998129.3653251798823,0,0,73754.134276578959543,2472.0909522258607467
45,6383257.6776645472273,4999805.3275768505409,0,0,53000.761726543307304,2472.0909522258607467
46,6362439.5816228548065,5001481.2898285211995,0,0,29640.393283900244569,2472.0909522258607467
47,6341621.4855811623856,5003157.2520801918581,0,0,6295.824380560858117,2472.0909522258607467
48,6320803.3895394699648,5004833.2143318625167,0,0,0,2472.0909522258607467
49,6312882.1063174232841,5006509.1765835331753,0,0,0,2472.0909522258607467
50,6310063.5721825100482,5008185.1388352038339,0,0,0,2472.0909522258607467
51,6318919.5092301024124,5009861.1010868744925,0,0,0,2472.0909522258607467
52,6336987.7438625982031,5011537.0633385451511,0,0,0,2472.0909522258607467
53,6358086.668150906451,5013213.0255902158096,0,0,0,2472.0909522258607467
54,6379185.592439214699,5014888.9878418864682,0,0,0,2472.0909522258607467
55,6400284.5167275229469,5016564.9500935571268,0,0,0,2472.0909522258607467
56,6421383.4410158311948,5018240.9123452277854,0,0,12318.980675701206565,2472.0909522258607467
57,6442482.3653041394427,5019916.874596898444,0,0,37489.056130673910957,2472.0909522258607467
58,6463581.2895924476907,5021592.8368485691026,0,0,69693.035698858497199,2472.0909522258607467
59,6484680.2138807559386,5023268.7991002397612,0,0,119090.29328173430986,2472.0909522258607467
